url_detail_id,scrapped_day,title,opening_date,closing_date,source,is_alert,location,tipo,reference,organization
https://jobs.giz.de/index.php?ac=jobad&id=66658,19/03/2023,Team Leader (m/f/d) Technical Assistance to support the Tajik national authorities to perform the EU TVET and Employment Sector Reform Programme Contract,2023-03-17,2023-04-17,GIZ,False,Duschanbe,,,
https://jobs.giz.de/index.php?ac=jobad&id=66652,19/03/2023,Office-Manager*in mit anteiligen Verwaltungssachbearbeitungs-Aufgaben im Vorhaben Monitoring und Analyse von Stabilisierungskontexten,2023-03-17,2023-03-30,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66649,19/03/2023,Praktikant*in im Globalvorhaben „Initiative Ressourceneffizienz und Klimaschutz (IREK) II“,2023-03-17,2023-03-31,GIZ,False,Berlin,,,
https://jobs.giz.de/index.php?ac=jobad&id=66338,19/03/2023,Praktikant*in in der Gruppe Informationssicherheitsmanagement,2023-03-17,2023-03-31,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66614,19/03/2023,Berater*in zu Meeresschutz im Sektorvorhaben „Biodiversität-Umwelt-Meere“,2023-03-17,2023-03-30,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=65976,19/03/2023,Spezialist*in SAP Basisadministration,2023-03-17,2023-04-23,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66252,19/03/2023,Junior-Spezialist*in Datenschutzmanagement,2023-03-17,2023-04-10,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66660,19/03/2023,Expert (m/f/d) Public Finance Management Reforms,2023-03-17,2023-04-17,GIZ,False,Duschanbe,,,
https://jobs.giz.de/index.php?ac=jobad&id=66662,19/03/2023,Expert (m/f/d) Sector Policy Financing,2023-03-17,2023-04-17,GIZ,False,Duschanbe,,,
https://jobs.giz.de/index.php?ac=jobad&id=65752,19/03/2023,Spezialist*in Datenschutz und Informationssicherheit,2023-03-16,2023-04-16,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=65723,19/03/2023,Gender Equality Specialist (m/f/d) EU-Viet Nam Women-led Green Partnership Programme,2023-03-16,2023-04-16,GIZ,False,Hanoi,,,
https://jobs.giz.de/index.php?ac=jobad&id=66632,19/03/2023,Climate Change Specialist (m/f/d) EU-Viet Nam Women-led Green Partnership Programme,2023-03-16,2023-04-16,GIZ,False,Hanoi,,,
https://jobs.giz.de/index.php?ac=jobad&id=66626,19/03/2023,"Praktikant*in im Globalvorhaben ""Grüne Innovationszentren in der Agrar- und Ernährungswirtschaft"", Schwerpunkt Monitoring und Evaluierung",2023-03-16,2023-03-31,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=64840,19/03/2023,Personalsachbearbeiter*in Gehalt - Schwerpunkt Audits,2023-03-16,2023-04-13,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=65720,19/03/2023,Team Leader (m/f/d): EU-Viet Nam Women-led Green Partnership Programme,2023-03-16,2023-04-16,GIZ,False,Hanoi,,,
https://jobs.giz.de/index.php?ac=jobad&id=66634,19/03/2023,Environment Specialist (m/f/d) EU-Viet Nam Women-led Green Partnership Programme,2023-03-16,2023-04-16,GIZ,False,Hanoi,,,
https://jobs.giz.de/index.php?ac=jobad&id=66640,19/03/2023,Team Leader/ Environmental Policy Expert (m/f/d) Improving Chapter 27 planning and implementation,2023-03-16,2023-04-16,GIZ,False,Belgrad,,,
https://jobs.giz.de/index.php?ac=jobad&id=65538,19/03/2023,Berater*in für Kommunikation,2023-03-16,2023-03-30,GIZ,False,Warsaw,,,
https://jobs.giz.de/index.php?ac=jobad&id=66420,19/03/2023,Spezialist*in für Vergabe und fachliche/methodische Software,2023-03-16,2023-04-16,GIZ,True,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66642,19/03/2023,Senior Legal Expert (m/f/d) Improving Chapter 27 planning and implementation,2023-03-16,2023-04-16,GIZ,False,Belgrad,,,
https://jobs.giz.de/index.php?ac=jobad&id=66624,19/03/2023,Office Manager*in für die Vorhaben Ländliche Entwicklung & Wissenszentrum Ökologischer Landbau in Afrika,2023-03-16,2023-04-03,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=65285,19/03/2023,Berater*in für internationale Steuern,2023-03-16,2023-04-02,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66638,19/03/2023,Berater*in im Bereich Digitalisierung und Menschenrechte in Zentralamerika,2023-03-16,2023-04-02,GIZ,False,Tegucigalpa,,,
https://jobs.giz.de/index.php?ac=jobad&id=66597,19/03/2023,Praktikant*in im Vorhaben Sustainable Finance,2023-03-15,2023-03-29,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66612,19/03/2023,Junior- Advisor (m/f/d) for demand-side subsidies with Energising Development,2023-03-15,2023-03-22,GIZ,True,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66505,19/03/2023,Advisor (m/f/d) System Architecture for GovStack and ICGLR in Rwanda,2023-03-15,2023-03-28,GIZ,False,Kigali,,,
https://jobs.giz.de/index.php?ac=jobad&id=66600,19/03/2023,"Praktikant*in (m/w/d) im Vorhaben „Deutscher Beitrag zum EU-Programm EUROCLIMA+“ in Lateinamerika in den Sektoren Wald, Biodiversität, Ökosysteme und Resiliente Ernährungssicherung",2023-03-15,2023-03-29,GIZ,False,Bruxelles,,,
https://jobs.giz.de/index.php?ac=jobad&id=66615,19/03/2023,Junior-Spezialist*in für das Innovationsportfolio am Campus Kottenforst,2023-03-15,2023-03-28,GIZ,False,Bonn-Röttgen,,,
https://jobs.giz.de/index.php?ac=jobad&id=66562,19/03/2023,Junior-Berater*in im Regionalvorhaben “Förderung von Rechtstaatlichkeit und Justiz in Afrika“,2023-03-15,2023-03-22,GIZ,False,Dakar,,,
https://jobs.giz.de/index.php?ac=jobad&id=66259,19/03/2023,Entwicklungshelfer*in als Berater*in Berufliche Bildung,2023-03-14,2023-04-16,GIZ,False,Accra,,,
https://jobs.giz.de/index.php?ac=jobad&id=66571,19/03/2023,Policy Advisor (m/f/d) Energy Policy and Regulatory Reform for GET.transform,2023-03-14,2023-04-11,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66587,19/03/2023,Intern (m/f/d) at programme GET.invest in Brussels,2023-03-14,2023-03-28,GIZ,False,Bruxelles,,,
https://jobs.giz.de/index.php?ac=jobad&id=66566,19/03/2023,Communications Intern (m/f/d) in the International Tax Compact (ITC within the Sector Programme Good Financial Governance (SP GFG)),2023-03-14,2023-03-28,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66574,19/03/2023,Praktikant*in im GIZ Verbindungsbüro zur EU in Eschborn,2023-03-14,2023-03-28,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66568,19/03/2023,Praktikant*in im Unterstützungsvorhaben für die Umsetzung des Paris-Abkommens (SPA),2023-03-14,2023-03-28,GIZ,False,Berlin,,,
https://jobs.giz.de/index.php?ac=jobad&id=65696,19/03/2023,"Anlagenmechaniker*in für Sanitär, Heizungs- und Lüftungsanlagen",2023-03-14,2023-04-16,GIZ,False,Bonn-Röttgen,,,
https://jobs.giz.de/index.php?ac=jobad&id=66534,19/03/2023,Junior-Projektmanager*in: Technology and Career Centers Abu Dhabi – GIZ International Services,2023-03-13,2023-03-24,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66537,19/03/2023,Intern (m/f/d) in the Commission and Quality Management in the TVET Cluster,2023-03-13,2023-03-27,GIZ,False,Hanoi,,,
https://jobs.giz.de/index.php?ac=jobad&id=66497,19/03/2023,Berater*in zu Indigenen Völkern und Biodiversität,2023-03-13,2023-03-22,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66532,19/03/2023,Junior-Berater*in im Vorhaben International Hydrogen Ramp-Up Program,2023-03-13,2023-03-26,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66542,19/03/2023,Leiter*in der Komponente Datenmanagement im Programm Dezentrale Lösungen für regionale Entwicklung,2023-03-13,2023-04-10,GIZ,False,Agadir,,,
https://jobs.giz.de/index.php?ac=jobad&id=66543,19/03/2023,Praktikant*in im Sektorvorhaben Klima zum Thema Klimaschutz,2023-03-13,2023-03-27,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66558,19/03/2023,Praktikant*in im Sektorprogramm “Digitalisierung für nachhaltige Entwicklung“,2023-03-13,2023-03-27,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66538,19/03/2023,Praktikant*in im Globalprojekt „Strategische Umweltdialoge“,2023-03-13,2023-03-27,GIZ,False,Berlin,,,
https://jobs.giz.de/index.php?ac=jobad&id=66559,19/03/2023,Praktikant*in „Unterstützung des Global Health Protection Programme“,2023-03-13,2023-03-27,GIZ,True,Berlin,,,
https://jobs.giz.de/index.php?ac=jobad&id=66548,19/03/2023,Praktikant*in im Sektorvorhaben Klima zum Thema Klimafinanzierung,2023-03-13,2023-03-27,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66536,19/03/2023,Praktikant*in Entwicklungspartnerschaften mit der Wirtschaft (develoPPP),2023-03-13,2023-03-27,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66553,19/03/2023,Finanzmanager*in für das International Sustainable Chemistry Collaborative Centre,2023-03-13,2023-04-12,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66546,19/03/2023,"Praktikant*in im Bereich Gender/ Feministische Perspektiven im Kompetenzcenter Rechtsstaat, Gender, Menschenrechte und Sicherheit",2023-03-13,2023-03-27,GIZ,False,Eschborn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66549,19/03/2023,Praktikant*in im der Personalentwicklung,2023-03-13,2023-03-27,GIZ,False,Bonn,,,
https://jobs.giz.de/index.php?ac=jobad&id=66545,19/03/2023,Praktikant*in Energie,2023-03-13,2023-03-27,GIZ,False,Eschborn,,,
https://iadbcareers.referrals.selectminds.com/jobs/treasury-and-risk-%E2%80%93-funding-senior-specialist-4967,19/03/2023,Treasury and Risk – Funding Senior Specialist,"Feb 14, 2023","Apr 14, 2023",IDB,False,"Washington DC, United States - Headquarters",,,
https://iadbcareers.referrals.selectminds.com/jobs/idb-invest-development-effectiveness-principal-officer-economist-washington-dc-4969,19/03/2023,"IDB Invest - Development Effectiveness Principal Officer- Economist, Washington, DC","Mar 17, 2023","Mar 31, 2023",IDB,False,"Washington DC, United States - Headquarters",,,
https://iadbcareers.referrals.selectminds.com/jobs/impact-data-analysis-consultant-4968,19/03/2023,Impact Data Analysis  Consultant,"Mar 17, 2023","Mar 23, 2023",IDB,False,"Washington DC, United States - Headquarters",,,
https://iadbcareers.referrals.selectminds.com/jobs/idb-invest-%E2%80%93-investment-operations-consultant-%E2%80%93-infrastructure-energy-division-location-colombia-or-peru-4964,19/03/2023,IDB Invest – Investment Operations Consultant – Infrastructure & Energy Division  Location: Colombia or Peru,"Mar 15, 2023","Mar 29, 2023",IDB,True,Peru - Country Office,,,
https://iadbcareers.referrals.selectminds.com/jobs/consultoria-de-assist%C3%AAncia-t%C3%A9cnica-professional-ao-processo-de-moderniza%C3%A7%C3%A3o-do-setor-el%C3%A9trico-no-brasil-4928,19/03/2023,Consultoria de assistência técnica professional ao processo de Modernização do Setor Elétrico no Brasil,"Mar 7, 2023","Apr 4, 2023",IDB,False,Brazil - Country Office,,,
https://www.oecd.org/callsfortenders/RFQ_646_WEB.pdf,19/03/2023,Maintenance of the canopy glass ceiling,06.03.2023,30.03.2023 2.00 pm (Paris time),OECD,False,,RFQ_646,,
https://www.oecd.org/callsfortenders/RFQ_645_WEB.pdf,19/03/2023,Fire Safety Systems Coordination,,30.03.2023 2.00 pm (Paris time),OECD,False,,RFQ_645,,
https://www.oecd.org/callsfortenders/RFQ_644_WEB.pdf,19/03/2023,Audio Visual services,06.03.2023,03.04.2023 2.00 pm (Paris time),OECD,False,,RFQ_644,,
https://www.oecd.org/callsfortenders/RFI.pdf,19/03/2023,Request for Information on the Common Transmission System (CTS),13.02.2023,27.03.2023 6.00 pm (Paris time),OECD,False,,,,
